2026-07-03 02:09:07,656 P1376498 INFO ---- Model: ----MSTGAD-b9fc6026----random_seed : 1----req_loss_approach : Normal-Recreation----rec_lambda : 1.0----auxi_lambda : 0.1----Freq Domain : encoder_decoder----Multi Fits : false----train : True----evaluate : False
2026-07-03 02:09:07,656 P1376498 INFO Load from /home/db2003/Desktop/Amr/Tests/Eadro/codes/chunks/SN
2026-07-03 02:09:09,655 P1376498 INFO Fewshot: training with 1.0 of the 70% of the data
2026-07-03 02:09:22,243 P1376498 INFO Trainable Parameters Breakdown:
2026-07-03 02:09:22,244 P1376498 INFO --------------------------------------------------------------------------------
2026-07-03 02:09:22,244 P1376498 INFO Reconstruction-Specific Parameters:
2026-07-03 02:09:22,244 P1376498 INFO encoder.spatial_attention.0.node2node.att | shape: (1, 4, 10)                | params: 40
2026-07-03 02:19:32,873 P1376498 INFO pr:0.9502  rc:0.9772  auc:0.9988 ap:0.9947 f1: 0.9635 pred_right: 43468 pred_wrong:3332 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:19:33,395 P1376498 INFO pr:0.9416  rc:0.9608  auc:0.9968 ap:0.9954 f1: 0.9511 pred_right: 17847 pred_wrong:1353 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:19:33,396 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:19:33,396 P1376498 INFO 85/300 starting... lr: 0.001 para:0.011627906933426857
2026-07-03 02:19:38,397 P1376498 INFO Epoch 85/300, all_loss:0.72449 cls_loss:0.70338 rec_loss:2.51889 [5.00s]; best loss:0.67937, patience : 1
2026-07-03 02:19:39,782 P1376498 INFO pr:0.9213  rc:0.9821  auc:0.9991 ap:0.9964 f1: 0.9507 pred_right: 43344 pred_wrong:3456 actu_right: 43558 actu_wrong: 3242
2026-07-03 02:19:40,332 P1376498 INFO pr:0.9147  rc:0.9698  auc:0.9965 ap:0.9937 f1: 0.9414 pred_right: 17794 pred_wrong:1406 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:19:40,332 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:19:40,332 P1376498 INFO 86/300 starting... lr: 0.001 para:0.01149425283074379
2026-07-03 02:19:45,460 P1376498 INFO Epoch 86/300, all_loss:0.78996 cls_loss:0.76996 rec_loss:2.50995 [5.13s]; best loss:0.67937, patience : 2
2026-07-03 02:19:46,774 P1376498 INFO pr:0.9440  rc:0.9793  auc:0.9994 ap:0.9972 f1: 0.9613 pred_right: 43441 pred_wrong:3359 actu_right: 43562 actu_wrong: 3238
2026-07-03 02:19:47,322 P1376498 INFO pr:0.9384  rc:0.9646  auc:0.9975 ap:0.9955 f1: 0.9513 pred_right: 17837 pred_wrong:1363 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:19:47,323 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:19:47,330 P1376498 INFO 87/300 starting... lr: 0.001 para:0.011363636702299118
2026-07-03 02:19:52,576 P1376498 INFO Epoch 87/300, all_loss:0.67603 cls_loss:0.65487 rec_loss:2.51680 [5.22s]; best loss:0.67603, patience : 0
2026-07-03 02:19:53,837 P1376498 INFO pr:0.9266  rc:0.9815  auc:0.9993 ap:0.9940 f1: 0.9532 pred_right: 43368 pred_wrong:3432 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:19:54,392 P1376498 INFO pr:0.9292  rc:0.9706  auc:0.9991 ap:0.9956 f1: 0.9495 pred_right: 17815 pred_wrong:1385 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:19:54,392 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:19:54,392 P1376498 INFO 88/300 starting... lr: 0.001 para:0.01123595517128706
2026-07-03 02:19:59,567 P1376498 INFO Epoch 88/300, all_loss:0.71476 cls_loss:0.69465 rec_loss:2.48456 [5.17s]; best loss:0.67603, patience : 1
2026-07-03 02:20:00,861 P1376498 INFO pr:0.9358  rc:0.9849  auc:0.9983 ap:0.9959 f1: 0.9597 pred_right: 43389 pred_wrong:3411 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:20:01,399 P1376498 INFO pr:0.9281  rc:0.9729  auc:0.9967 ap:0.9952 f1: 0.9499 pred_right: 17810 pred_wrong:1390 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:20:01,399 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:20:01,399 P1376498 INFO 89/300 starting... lr: 0.001 para:0.011111111380159855
2026-07-03 02:20:06,401 P1376498 INFO Epoch 89/300, all_loss:0.73663 cls_loss:0.71674 rec_loss:2.50698 [5.00s]; best loss:0.67603, patience : 2
2026-07-03 02:20:07,744 P1376498 INFO pr:0.9251  rc:0.9840  auc:0.9993 ap:0.9975 f1: 0.9536 pred_right: 43354 pred_wrong:3446 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:20:08,300 P1376498 INFO pr:0.9165  rc:0.9774  auc:0.9989 ap:0.9954 f1: 0.9460 pred_right: 17786 pred_wrong:1414 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:20:08,301 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:20:08,301 P1376498 INFO 90/300 starting... lr: 0.001 para:0.010989011265337467
2026-07-03 02:20:13,430 P1376498 INFO Epoch 90/300, all_loss:0.75504 cls_loss:0.73548 rec_loss:2.51573 [5.13s]; best loss:0.67603, patience : 3
2026-07-03 02:20:14,714 P1376498 INFO pr:0.9555  rc:0.9815  auc:0.9990 ap:0.9976 f1: 0.9683 pred_right: 43471 pred_wrong:3329 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:20:15,322 P1376498 INFO pr:0.9416  rc:0.9721  auc:0.9977 ap:0.9959 f1: 0.9566 pred_right: 17831 pred_wrong:1369 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:20:15,322 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:20:15,322 P1376498 INFO 91/300 starting... lr: 0.001 para:0.010869565419852734
2026-07-03 02:20:21,125 P1376498 INFO Epoch 91/300, all_loss:0.71418 cls_loss:0.69480 rec_loss:2.47808 [5.80s]; best loss:0.67603, patience : 3
2026-07-03 02:20:22,148 P1376498 INFO pr:0.9673  rc:0.9843  auc:0.9993 ap:0.9971 f1: 0.9757 pred_right: 43502 pred_wrong:3298 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:20:22,573 P1376498 INFO pr:0.9599  rc:0.9744  auc:0.9974 ap:0.9953 f1: 0.9671 pred_right: 17854 pred_wrong:1346 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:20:22,573 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:20:22,573 P1376498 INFO 92/300 starting... lr: 0.001 para:0.01075268816202879
2026-07-03 02:20:26,701 P1376498 INFO Epoch 92/300, all_loss:0.57500 cls_loss:0.55382 rec_loss:2.52343 [4.11s]; best loss:0.57500, patience : 0
2026-07-03 02:20:27,881 P1376498 INFO pr:0.9255  rc:0.9843  auc:0.9991 ap:0.9962 f1: 0.9540 pred_right: 43351 pred_wrong:3449 actu_right: 43557 actu_wrong: 3243
2026-07-03 02:20:28,387 P1376498 INFO pr:0.9221  rc:0.9729  auc:0.9969 ap:0.9941 f1: 0.9468 pred_right: 17801 pred_wrong:1399 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:20:28,387 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:20:28,387 P1376498 INFO 93/300 starting... lr: 0.001 para:0.010638297535479069
2026-07-03 02:20:33,445 P1376498 INFO Epoch 93/300, all_loss:0.65189 cls_loss:0.63193 rec_loss:2.50796 [5.06s]; best loss:0.57500, patience : 1
2026-07-03 02:20:36,404 P1376498 INFO pr:0.9527  rc:0.9873  auc:0.9994 ap:0.9955 f1: 0.9697 pred_right: 43442 pred_wrong:3358 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:20:37,517 P1376498 INFO pr:0.9476  rc:0.9827  auc:0.9992 ap:0.9961 f1: 0.9648 pred_right: 17825 pred_wrong:1375 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:20:37,517 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:20:37,518 P1376498 INFO 94/300 starting... lr: 0.001 para:0.010526316240429878
2026-07-03 02:20:46,089 P1376498 INFO Epoch 94/300, all_loss:0.60819 cls_loss:0.58805 rec_loss:2.50135 [8.57s]; best loss:0.57500, patience : 1
2026-07-03 02:20:47,460 P1376498 INFO pr:0.9534  rc:0.9867  auc:0.9995 ap:0.9983 f1: 0.9698 pred_right: 43449 pred_wrong:3351 actu_right: 43562 actu_wrong: 3238
2026-07-03 02:20:48,068 P1376498 INFO pr:0.9431  rc:0.9744  auc:0.9980 ap:0.9958 f1: 0.9585 pred_right: 17830 pred_wrong:1370 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:20:48,068 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:20:48,068 P1376498 INFO 95/300 starting... lr: 0.001 para:0.010416666977107525
2026-07-03 02:20:53,318 P1376498 INFO Epoch 95/300, all_loss:0.63733 cls_loss:0.61797 rec_loss:2.47672 [5.25s]; best loss:0.57500, patience : 2
2026-07-03 02:20:54,651 P1376498 INFO pr:0.9382  rc:0.9796  auc:0.9986 ap:0.9960 f1: 0.9585 pred_right: 43417 pred_wrong:3383 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:20:55,197 P1376498 INFO pr:0.9344  rc:0.9668  auc:0.9964 ap:0.9944 f1: 0.9503 pred_right: 17828 pred_wrong:1372 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:20:55,197 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:20:55,197 P1376498 INFO 96/300 starting... lr: 0.001 para:0.010309278033673763
2026-07-03 02:21:00,309 P1376498 INFO Epoch 96/300, all_loss:0.68781 cls_loss:0.66909 rec_loss:2.48512 [5.11s]; best loss:0.57500, patience : 3
2026-07-03 02:21:01,591 P1376498 INFO pr:0.9539  rc:0.9852  auc:0.9993 ap:0.9932 f1: 0.9693 pred_right: 43456 pred_wrong:3344 actu_right: 43562 actu_wrong: 3238
2026-07-03 02:21:02,149 P1376498 INFO pr:0.9485  rc:0.9729  auc:0.9992 ap:0.9956 f1: 0.9605 pred_right: 17840 pred_wrong:1360 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:21:02,149 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:21:02,149 P1376498 INFO 97/300 starting... lr: 0.001 para:0.010204081423580647
2026-07-03 02:21:07,234 P1376498 INFO Epoch 97/300, all_loss:0.93432 cls_loss:0.91831 rec_loss:2.48739 [5.08s]; best loss:0.57500, patience : 4
2026-07-03 02:21:08,494 P1376498 INFO pr:0.9463  rc:0.9895  auc:0.9995 ap:0.9967 f1: 0.9675 pred_right: 43408 pred_wrong:3392 actu_right: 43556 actu_wrong: 3244
2026-07-03 02:21:09,006 P1376498 INFO pr:0.9356  rc:0.9759  auc:0.9985 ap:0.9967 f1: 0.9553 pred_right: 17817 pred_wrong:1383 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:21:09,007 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:21:09,007 P1376498 INFO 98/300 starting... lr: 0.001 para:0.010101010091602802
2026-07-03 02:21:14,094 P1376498 INFO Epoch 98/300, all_loss:0.69417 cls_loss:0.67571 rec_loss:2.50289 [5.09s]; best loss:0.57500, patience : 4
2026-07-03 02:21:15,369 P1376498 INFO pr:0.9839  rc:0.9836  auc:0.9990 ap:0.9958 f1: 0.9838 pred_right: 43563 pred_wrong:3237 actu_right: 43562 actu_wrong: 3238
2026-07-03 02:21:15,886 P1376498 INFO pr:0.9846  rc:0.9646  auc:0.9969 ap:0.9958 f1: 0.9745 pred_right: 17901 pred_wrong:1299 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:21:15,909 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:21:15,910 P1376498 INFO 99/300 starting... lr: 0.001 para:0.01
2026-07-03 02:21:20,945 P1376498 INFO Epoch 99/300, all_loss:0.57921 cls_loss:0.55943 rec_loss:2.53732 [5.03s]; best loss:0.57500, patience : 4
2026-07-03 02:21:22,194 P1376498 INFO pr:0.9844  rc:0.9725  auc:0.9996 ap:0.9981 f1: 0.9784 pred_right: 43597 pred_wrong:3203 actu_right: 43558 actu_wrong: 3242
2026-07-03 02:21:22,730 P1376498 INFO pr:0.9806  rc:0.9517  auc:0.9991 ap:0.9972 f1: 0.9659 pred_right: 17913 pred_wrong:1287 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:21:22,731 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:21:22,731 P1376498 INFO 100/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:21:27,834 P1376498 INFO Epoch 100/300, all_loss:0.62324 cls_loss:0.60367 rec_loss:2.56012 [5.10s]; best loss:0.57500, patience : 5
2026-07-03 02:21:29,110 P1376498 INFO pr:0.9650  rc:0.9849  auc:0.9989 ap:0.9981 f1: 0.9748 pred_right: 43490 pred_wrong:3310 actu_right: 43557 actu_wrong: 3243
2026-07-03 02:21:29,647 P1376498 INFO pr:0.9498  rc:0.9698  auc:0.9969 ap:0.9961 f1: 0.9597 pred_right: 17846 pred_wrong:1354 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:21:29,647 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:21:29,647 P1376498 INFO 101/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:21:34,644 P1376498 INFO Epoch 101/300, all_loss:0.66753 cls_loss:0.64845 rec_loss:2.55611 [5.00s]; best loss:0.57500, patience : 6
2026-07-03 02:21:35,928 P1376498 INFO pr:0.9729  rc:0.9870  auc:0.9989 ap:0.9980 f1: 0.9799 pred_right: 43513 pred_wrong:3287 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:21:37,716 P1376498 INFO pr:0.9577  rc:0.9744  auc:0.9971 ap:0.9959 f1: 0.9660 pred_right: 17851 pred_wrong:1349 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:21:37,717 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:21:37,717 P1376498 INFO 102/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:21:41,773 P1376498 INFO Epoch 102/300, all_loss:0.62079 cls_loss:0.60127 rec_loss:2.55313 [4.05s]; best loss:0.57500, patience : 6
2026-07-03 02:21:42,757 P1376498 INFO pr:0.9540  rc:0.9864  auc:0.9990 ap:0.9956 f1: 0.9700 pred_right: 43449 pred_wrong:3351 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:21:43,190 P1376498 INFO pr:0.9430  rc:0.9729  auc:0.9969 ap:0.9958 f1: 0.9577 pred_right: 17832 pred_wrong:1368 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:21:43,191 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:21:43,191 P1376498 INFO 103/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:21:47,774 P1376498 INFO Epoch 103/300, all_loss:0.55356 cls_loss:0.53345 rec_loss:2.54453 [4.56s]; best loss:0.55356, patience : 0
2026-07-03 02:21:49,041 P1376498 INFO pr:0.9679  rc:0.9852  auc:0.9993 ap:0.9981 f1: 0.9765 pred_right: 43501 pred_wrong:3299 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:21:49,579 P1376498 INFO pr:0.9570  rc:0.9736  auc:0.9968 ap:0.9951 f1: 0.9652 pred_right: 17851 pred_wrong:1349 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:21:49,579 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:21:49,580 P1376498 INFO 104/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:22:00,254 P1376498 INFO Epoch 104/300, all_loss:0.51396 cls_loss:0.49297 rec_loss:2.59157 [10.64s]; best loss:0.51396, patience : 0
2026-07-03 02:22:01,746 P1376498 INFO pr:0.9597  rc:0.9855  auc:0.9991 ap:0.9967 f1: 0.9724 pred_right: 43474 pred_wrong:3326 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:22:02,305 P1376498 INFO pr:0.9494  rc:0.9766  auc:0.9991 ap:0.9961 f1: 0.9628 pred_right: 17836 pred_wrong:1364 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:22:02,305 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:22:02,305 P1376498 INFO 105/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:22:07,516 P1376498 INFO Epoch 105/300, all_loss:0.49608 cls_loss:0.47507 rec_loss:2.57597 [5.19s]; best loss:0.49608, patience : 0
2026-07-03 02:22:08,802 P1376498 INFO pr:0.9707  rc:0.9926  auc:0.9992 ap:0.9974 f1: 0.9815 pred_right: 43486 pred_wrong:3314 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:22:09,361 P1376498 INFO pr:0.9618  rc:0.9864  auc:0.9969 ap:0.9948 f1: 0.9739 pred_right: 17840 pred_wrong:1360 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:22:09,362 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:22:09,362 P1376498 INFO 106/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:22:14,547 P1376498 INFO Epoch 106/300, all_loss:0.45194 cls_loss:0.43100 rec_loss:2.52510 [5.16s]; best loss:0.45194, patience : 0
2026-07-03 02:22:15,810 P1376498 INFO pr:0.9708  rc:0.9762  auc:0.9989 ap:0.9978 f1: 0.9735 pred_right: 43543 pred_wrong:3257 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:22:16,341 P1376498 INFO pr:0.9580  rc:0.9638  auc:0.9986 ap:0.9968 f1: 0.9609 pred_right: 17866 pred_wrong:1334 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:22:16,341 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:22:16,341 P1376498 INFO 107/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:22:21,436 P1376498 INFO Epoch 107/300, all_loss:0.56895 cls_loss:0.54918 rec_loss:2.52611 [5.09s]; best loss:0.45194, patience : 1
2026-07-03 02:22:22,743 P1376498 INFO pr:0.9909  rc:0.9778  auc:0.9996 ap:0.9986 f1: 0.9843 pred_right: 43602 pred_wrong:3198 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:22:23,284 P1376498 INFO pr:0.9837  rc:0.9570  auc:0.9987 ap:0.9973 f1: 0.9702 pred_right: 17910 pred_wrong:1290 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:22:23,309 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:22:23,309 P1376498 INFO 108/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:22:28,324 P1376498 INFO Epoch 108/300, all_loss:0.53769 cls_loss:0.51735 rec_loss:2.55124 [5.01s]; best loss:0.45194, patience : 1
2026-07-03 02:22:29,581 P1376498 INFO pr:0.9592  rc:0.9861  auc:0.9994 ap:0.9970 f1: 0.9725 pred_right: 43469 pred_wrong:3331 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:22:30,106 P1376498 INFO pr:0.9504  rc:0.9691  auc:0.9988 ap:0.9964 f1: 0.9597 pred_right: 17848 pred_wrong:1352 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:22:30,106 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:22:30,106 P1376498 INFO 109/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:22:35,205 P1376498 INFO Epoch 109/300, all_loss:0.71592 cls_loss:0.69806 rec_loss:2.48460 [5.10s]; best loss:0.45194, patience : 2
2026-07-03 02:22:36,517 P1376498 INFO pr:0.9700  rc:0.9883  auc:0.9995 ap:0.9966 f1: 0.9790 pred_right: 43502 pred_wrong:3298 actu_right: 43563 actu_wrong: 3237
2026-07-03 02:22:37,065 P1376498 INFO pr:0.9672  rc:0.9796  auc:0.9982 ap:0.9969 f1: 0.9734 pred_right: 17857 pred_wrong:1343 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:22:37,065 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:22:37,065 P1376498 INFO 110/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:22:42,126 P1376498 INFO Epoch 110/300, all_loss:0.44129 cls_loss:0.42092 rec_loss:2.45746 [5.04s]; best loss:0.44129, patience : 0
2026-07-03 02:22:43,458 P1376498 INFO pr:0.9772  rc:0.9910  auc:0.9993 ap:0.9982 f1: 0.9841 pred_right: 43515 pred_wrong:3285 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:22:44,045 P1376498 INFO pr:0.9688  rc:0.9827  auc:0.9991 ap:0.9973 f1: 0.9757 pred_right: 17855 pred_wrong:1345 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:22:44,046 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:22:44,046 P1376498 INFO 111/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:22:49,270 P1376498 INFO Epoch 111/300, all_loss:0.62029 cls_loss:0.60073 rec_loss:2.55652 [5.22s]; best loss:0.44129, patience : 1
2026-07-03 02:22:50,606 P1376498 INFO pr:0.9876  rc:0.9873  auc:0.9993 ap:0.9977 f1: 0.9875 pred_right: 43565 pred_wrong:3235 actu_right: 43564 actu_wrong: 3236
2026-07-03 02:22:51,127 P1376498 INFO pr:0.9802  rc:0.9706  auc:0.9975 ap:0.9966 f1: 0.9754 pred_right: 17887 pred_wrong:1313 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:22:51,152 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:22:51,152 P1376498 INFO 112/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:22:56,773 P1376498 INFO Epoch 112/300, all_loss:0.48530 cls_loss:0.46538 rec_loss:2.45792 [5.62s]; best loss:0.44129, patience : 1
2026-07-03 02:22:57,801 P1376498 INFO pr:0.9801  rc:0.9880  auc:0.9994 ap:0.9985 f1: 0.9840 pred_right: 43534 pred_wrong:3266 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:22:58,214 P1376498 INFO pr:0.9781  rc:0.9766  auc:0.9974 ap:0.9964 f1: 0.9774 pred_right: 17876 pred_wrong:1324 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:22:58,214 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:22:58,214 P1376498 INFO 113/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:23:02,488 P1376498 INFO Epoch 113/300, all_loss:0.46207 cls_loss:0.44109 rec_loss:2.53864 [4.27s]; best loss:0.44129, patience : 1
2026-07-03 02:23:03,671 P1376498 INFO pr:0.9650  rc:0.9880  auc:0.9993 ap:0.9978 f1: 0.9764 pred_right: 43483 pred_wrong:3317 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:23:04,127 P1376498 INFO pr:0.9608  rc:0.9804  auc:0.9981 ap:0.9960 f1: 0.9705 pred_right: 17847 pred_wrong:1353 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:23:04,127 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:23:04,127 P1376498 INFO 114/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:23:10,695 P1376498 INFO Epoch 114/300, all_loss:0.40287 cls_loss:0.38221 rec_loss:2.44855 [6.51s]; best loss:0.40287, patience : 0
2026-07-03 02:23:12,932 P1376498 INFO pr:0.9786  rc:0.9886  auc:0.9992 ap:0.9982 f1: 0.9836 pred_right: 43527 pred_wrong:3273 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:23:14,309 P1376498 INFO pr:0.9729  rc:0.9736  auc:0.9968 ap:0.9956 f1: 0.9732 pred_right: 17873 pred_wrong:1327 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:23:14,310 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:23:14,310 P1376498 INFO 115/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:23:21,271 P1376498 INFO Epoch 115/300, all_loss:0.45873 cls_loss:0.43845 rec_loss:2.46689 [6.96s]; best loss:0.40287, patience : 1
2026-07-03 02:23:22,637 P1376498 INFO pr:0.9676  rc:0.9784  auc:0.9989 ap:0.9948 f1: 0.9730 pred_right: 43526 pred_wrong:3274 actu_right: 43562 actu_wrong: 3238
2026-07-03 02:23:23,201 P1376498 INFO pr:0.9630  rc:0.9630  auc:0.9969 ap:0.9946 f1: 0.9630 pred_right: 17874 pred_wrong:1326 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:23:23,201 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:23:23,201 P1376498 INFO 116/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:23:28,368 P1376498 INFO Epoch 116/300, all_loss:0.38955 cls_loss:0.36856 rec_loss:2.46768 [5.14s]; best loss:0.38955, patience : 0
2026-07-03 02:23:29,712 P1376498 INFO pr:0.9736  rc:0.9914  auc:0.9990 ap:0.9973 f1: 0.9824 pred_right: 43502 pred_wrong:3298 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:23:30,245 P1376498 INFO pr:0.9710  rc:0.9834  auc:0.9972 ap:0.9967 f1: 0.9771 pred_right: 17857 pred_wrong:1343 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:23:30,245 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:23:30,245 P1376498 INFO 117/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:23:35,246 P1376498 INFO Epoch 117/300, all_loss:0.64370 cls_loss:0.62543 rec_loss:2.45268 [5.00s]; best loss:0.38955, patience : 1
2026-07-03 02:23:36,570 P1376498 INFO pr:0.9879  rc:0.9843  auc:0.9990 ap:0.9983 f1: 0.9861 pred_right: 43572 pred_wrong:3228 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:23:37,095 P1376498 INFO pr:0.9772  rc:0.9713  auc:0.9975 ap:0.9964 f1: 0.9743 pred_right: 17882 pred_wrong:1318 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:23:37,095 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:23:37,095 P1376498 INFO 118/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:23:42,061 P1376498 INFO Epoch 118/300, all_loss:0.60866 cls_loss:0.58938 rec_loss:2.51746 [4.96s]; best loss:0.38955, patience : 1
2026-07-03 02:23:43,408 P1376498 INFO pr:0.9854  rc:0.9799  auc:0.9990 ap:0.9983 f1: 0.9827 pred_right: 43580 pred_wrong:3220 actu_right: 43562 actu_wrong: 3238
2026-07-03 02:23:43,958 P1376498 INFO pr:0.9779  rc:0.9668  auc:0.9965 ap:0.9961 f1: 0.9723 pred_right: 17889 pred_wrong:1311 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:23:43,959 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:23:43,959 P1376498 INFO 119/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:23:48,891 P1376498 INFO Epoch 119/300, all_loss:0.53577 cls_loss:0.51623 rec_loss:2.46969 [4.93s]; best loss:0.38955, patience : 1
2026-07-03 02:23:50,175 P1376498 INFO pr:0.9858  rc:0.9867  auc:0.9987 ap:0.9983 f1: 0.9863 pred_right: 43556 pred_wrong:3244 actu_right: 43559 actu_wrong: 3241
